,all_businesses,food,nightlife,shopping,fitness,selfcare,auto,home,health,geoid,population_total,population_total_male,population_total_female,population_total_under_18,population_total_18_to_65,population_total_65_and_over,population_male_under_18,population_female_under_18,population_male_18_to_64,population_female_18_to_64,population_male_65_and_over,population_female_65_and_over,population_total_white,population_total_non_white,median_income,area_mi2,population_density,food_predicted,food_error,auto_predicted,auto_error,nightlife_predicted,nightlife_error,shopping_predicted,shopping_error,fitness_predicted,fitness_error,selfcare_predicted,selfcare_error,home_predicted,home_error,health_predicted,health_error,geographic_area_name
1874,13,6,2,1,2,0,0,3,1,39035135103,2018,977,1041,338,1155,525,185,153,557,598,235,290,1914,115,52446,1.360552578,1483.2208859999998,5.651,-0.349,0.9179999999999999,0.9179999999999999,2.2359999999999998,0.23600000000000002,2.02,1.02,1.577,-0.423,2.6439999999999997,2.6439999999999997,1.767,-1.2329999999999999,0.973,-0.027000000000000003,"Census Tract 1351.03, Cuyahoga County, Ohio"
1875,33,14,6,4,2,6,2,1,4,39035135104,4326,2117,2209,934,2535,857,479,455,1185,1350,453,404,4059,274,45172,3.8440605039999998,1125.372505,12.322000000000001,-1.6780000000000002,0.873,-1.127,6.242000000000001,0.242,5.5360000000000005,1.536,3.103,1.103,4.5969999999999995,-1.403,2.6510000000000002,1.651,3.22,-0.78,"Census Tract 1351.04, Cuyahoga County, Ohio"
1876,15,7,2,1,1,4,1,0,3,39035135105,5728,2804,2924,1375,3195,1158,775,600,1504,1691,525,633,5180,573,49853,6.016342291,952.0734897,7.722,0.722,0.085,-0.915,0.485,-1.515,2.592,1.5919999999999999,1.6980000000000002,0.698,2.968,-1.032,1.146,1.146,2.387,-0.613,"Census Tract 1351.05, Cuyahoga County, Ohio"
1877,18,9,2,4,4,1,0,2,0,39035135106,1466,799,667,333,759,374,216,117,383,376,200,174,1351,188,48750,8.303069776000001,176.5612044,5.391,-3.609,2.088,2.088,7.468999999999999,5.468999999999999,3.029,-0.971,1.984,-2.016,2.6289999999999996,1.629,3.339,1.339,2.505,2.505,"Census Tract 1351.06, Cuyahoga County, Ohio"
1878,18,5,2,5,1,2,1,2,2,39035136101,5823,2675,3148,1151,3764,908,575,576,1808,1956,292,616,5513,392,35315,2.761375611,2108.731596,12.697000000000001,7.697,2.121,1.121,-3.175,-5.175,1.653,-3.347,1.565,0.565,2.374,0.374,0.39799999999999996,-1.6019999999999999,1.959,-0.040999999999999995,"Census Tract 1361.01, Cuyahoga County, Ohio"
1879,62,35,18,6,8,8,4,4,4,39035136102,7623,3851,3772,1760,4661,1202,890,870,2362,2299,599,603,6459,1288,46467,5.407956872000001,1409.589644,29.15,-5.85,3.466,-0.534,19.619,1.619,15.057,9.057,5.107,-2.8930000000000002,8.955,0.955,6.377000000000001,2.377,5.287000000000001,1.287,"Census Tract 1361.02, Cuyahoga County, Ohio"
1880,42,21,4,8,8,4,3,5,3,39035136103,5796,2590,3206,1297,3434,1065,511,786,1593,1841,486,579,5123,866,41334,4.879296144,1187.876249,14.162,-6.837999999999999,5.535,2.535,12.289000000000001,8.289,10.193,2.193,3.425,-4.575,5.968,1.9680000000000002,8.102,3.102,6.527,3.5269999999999997,"Census Tract 1361.03, Cuyahoga County, Ohio"
1881,29,15,6,6,5,2,5,4,2,39035137101,2265,1205,1060,320,1534,411,174,146,826,708,205,206,1699,591,25168,2.002067878,1131.330274,12.832,-2.168,4.9910000000000005,-0.009000000000000001,8.818,2.818,7.421,1.421,3.2230000000000003,-1.777,3.6510000000000002,1.651,6.063,2.063,1.796,-0.204,"Census Tract 1371.01, Cuyahoga County, Ohio"
1882,28,15,4,4,1,3,1,2,3,39035137102,4451,2338,2113,836,2809,806,487,349,1477,1332,374,432,3133,1597,25430,1.045686654,4256.53324,11.705,-3.295,2.28,1.28,5.872999999999999,1.8730000000000002,3.8360000000000003,-0.16399999999999998,1.709,0.7090000000000001,2.577,-0.423,1.5090000000000001,-0.491,2.2640000000000002,-0.736,"Census Tract 1371.02, Cuyahoga County, Ohio"
1883,71,32,9,26,1,4,9,11,7,39035137103,4146,1895,2251,668,2553,925,278,390,1231,1322,386,539,3235,1129,28969,1.200017864,3454.9485670000004,21.635,-10.365,8.312999999999999,-0.687,12.77,3.77,14.387,-11.613,6.324,5.324,7.869,3.8689999999999998,8.155,-2.845,2.263,-4.737,"Census Tract 1371.03, Cuyahoga County, Ohio"
1884,1,1,0,0,0,0,0,0,0,39035138105,1299,669,630,371,719,209,219,152,355,364,95,114,1043,374,26667,1.5461997619999999,840.1243047,1.047,0.047,1.113,1.113,0.046,0.046,-0.193,-0.193,0.233,0.233,-0.635,-0.635,-0.633,-0.633,-0.499,-0.499,"Census Tract 1381.05, Cuyahoga County, Ohio"
1885,2,1,0,0,0,0,0,1,0,39035138106,3341,1600,1741,793,2059,489,457,336,921,1138,222,267,2901,499,27519,0.979038085,3412.5332310000003,4.216,3.216,1.4869999999999999,1.4869999999999999,-2.6919999999999997,-2.6919999999999997,-0.57,-0.57,0.055999999999999994,0.055999999999999994,-0.17800000000000002,-0.17800000000000002,-0.748,-1.7480000000000002,-0.5870000000000001,-0.5870000000000001,"Census Tract 1381.06, Cuyahoga County, Ohio"
1886,32,8,7,2,3,4,5,6,2,39035138107,1980,964,1016,411,1274,295,205,206,632,642,127,168,1754,241,32846,0.8384216090000001,2361.580352,11.883,3.883,4.203,-0.797,2.926,-4.074,6.89,4.89,3.262,0.262,3.117,-0.883,4.277,-1.723,2.49,0.49,"Census Tract 1381.07, Cuyahoga County, Ohio"
1887,5,4,0,0,0,0,0,1,0,39035138108,3906,1778,2128,703,2310,893,386,317,1080,1230,312,581,3718,204,26605,0.625337234,6246.229698,5.979,1.979,1.252,1.252,-2.246,-2.246,0.72,0.72,-0.095,-0.095,0.43200000000000005,0.43200000000000005,-0.996,-1.996,0.4,0.4,"Census Tract 1381.08, Cuyahoga County, Ohio"
1888,50,18,4,10,7,2,15,1,0,39035138109,4018,1980,2038,702,2444,872,368,334,1248,1196,364,508,3540,753,27188,1.606735175,2500.7232440000002,11.547,-6.452999999999999,3.9189999999999996,-11.081,9.547,5.547000000000001,13.367,3.367,4.587,-2.4130000000000003,4.152,2.1519999999999997,16.338,15.338,5.516,5.516,"Census Tract 1381.09, Cuyahoga County, Ohio"
1889,4,4,2,0,0,0,0,0,0,39035138110,4177,1944,2233,742,2462,973,283,459,1231,1231,430,543,3750,628,25944,0.808788655,5164.51359,6.626,2.6260000000000003,0.428,0.428,-0.515,-2.515,-0.863,-0.863,-0.102,-0.102,0.247,0.247,-0.49,-0.49,0.062,0.062,"Census Tract 1381.10, Cuyahoga County, Ohio"
1890,1,0,0,0,0,1,0,0,0,39035140301,2423,1245,1178,742,1287,394,511,231,572,715,162,232,65,2358,26295,0.275537558,8793.719501000001,3.245,3.245,0.778,0.778,-1.739,-1.739,0.39399999999999996,0.39399999999999996,-0.501,-0.501,0.05,-0.95,-0.141,-0.141,0.035,0.035,"Census Tract 1403.01, Cuyahoga County, Ohio"
1891,6,1,1,1,0,0,1,0,1,39035140400,3033,1378,1655,722,1875,436,326,396,850,1025,202,234,987,2141,26232,0.44653834299999995,6792.249859999999,5.294,4.294,0.601,-0.39899999999999997,-1.7380000000000002,-2.738,-0.615,-1.615,0.20199999999999999,0.20199999999999999,0.674,0.674,0.79,0.79,-0.516,-1.516,"Census Tract 1404, Cuyahoga County, Ohio"
1892,3,0,0,3,0,1,1,0,0,39035140500,3500,1621,1879,986,2148,366,477,509,1014,1134,130,236,1059,2607,21578,0.49639146799999995,7050.886702,5.001,5.001,1.4069999999999998,0.40700000000000003,-1.9380000000000002,-1.9380000000000002,-0.39,-3.39,-0.255,-0.255,0.14400000000000002,-0.856,0.882,0.882,0.37,0.37,"Census Tract 1405, Cuyahoga County, Ohio"
1893,30,11,2,5,3,1,8,3,0,39035140600,936,499,437,135,649,152,77,58,347,302,75,77,562,386,35897,0.21496894100000002,4354.11738,5.7589999999999995,-5.2410000000000005,2.8739999999999997,-5.126,6.132999999999999,4.133,7.023,2.023,2.822,-0.17800000000000002,3.015,2.015,8.115,5.115,0.8490000000000001,0.8490000000000001,"Census Tract 1406, Cuyahoga County, Ohio"
1894,6,2,0,0,1,0,2,0,0,39035140701,2713,1141,1572,812,1506,395,372,440,582,924,187,208,718,2099,25496,0.408606895,6639.63343,2.577,0.5770000000000001,1.05,-0.95,0.256,0.256,1.376,1.376,0.239,-0.7609999999999999,0.5489999999999999,0.5489999999999999,2.085,2.085,0.213,0.213,"Census Tract 1407.01, Cuyahoga County, Ohio"
1895,15,8,4,5,1,2,0,1,0,39035140702,1740,808,932,377,1134,229,177,200,537,597,94,135,517,1223,24476,0.258345588,6735.164384999999,8.915,0.915,1.97,1.97,4.523,0.523,2.5810000000000004,-2.419,0.44799999999999995,-0.552,1.4880000000000002,-0.512,0.175,-0.825,0.435,0.435,"Census Tract 1407.02, Cuyahoga County, Ohio"
1896,28,10,4,6,2,0,5,6,2,39035140800,3744,1508,2236,1121,2032,591,420,701,894,1138,194,397,2018,1755,31567,0.733835415,5101.9614520000005,8.932,-1.068,4.297,-0.703,2.5980000000000003,-1.402,6.907,0.907,2.206,0.20600000000000002,3.168,3.168,4.077,-1.923,0.22699999999999998,-1.7730000000000001,"Census Tract 1408, Cuyahoga County, Ohio"
1897,15,4,1,3,3,2,1,3,0,39035140900,1912,925,987,473,1134,305,236,237,554,580,135,170,799,1126,27005,0.265376122,7204.8682739999995,5.737,1.7369999999999999,3.608,2.608,2.847,1.847,2.6519999999999997,-0.348,0.9229999999999999,-2.077,1.547,-0.45299999999999996,2.6630000000000003,-0.337,2.1519999999999997,2.1519999999999997,"Census Tract 1409, Cuyahoga County, Ohio"
1898,5,0,1,1,0,0,2,0,0,39035141000,864,363,501,214,595,55,124,90,209,386,30,25,303,599,22406,0.318724243,2710.8072850000003,2.888,2.888,1.256,-0.7440000000000001,-1.2209999999999999,-2.221,0.47100000000000003,-0.529,0.569,0.569,-0.385,-0.385,0.579,0.579,-0.94,-0.94,"Census Tract 1410, Cuyahoga County, Ohio"
1899,71,31,20,24,4,6,3,9,1,39035141100,4304,2141,2163,257,3579,468,94,163,1845,1734,202,266,2792,1688,28762,0.41674399799999995,10327.68323,36.679,5.678999999999999,6.7589999999999995,3.759,15.270999999999999,-4.729,11.992,-12.008,4.421,0.42100000000000004,8.237,2.237,5.181,-3.819,1.455,0.455,"Census Tract 1411, Cuyahoga County, Ohio"
1900,22,11,6,1,3,1,0,2,0,39035141200,3021,1417,1604,449,2053,519,221,228,962,1091,234,285,2154,985,46250,0.520347949,5805.730585,12.415,1.415,0.32299999999999995,0.32299999999999995,5.077,-0.9229999999999999,3.303,2.303,1.891,-1.109,3.531,2.531,2.62,0.62,1.53,1.53,"Census Tract 1412, Cuyahoga County, Ohio"
1901,15,7,1,1,1,2,3,2,3,39035141300,2806,1246,1560,369,2127,310,179,190,912,1215,155,155,2107,842,22378,0.586406167,4785.079282,7.98,0.98,2.1519999999999997,-0.848,0.337,-0.6629999999999999,1.636,0.636,0.9059999999999999,-0.094,2.02,0.02,2.909,0.909,2.072,-0.9279999999999999,"Census Tract 1413, Cuyahoga County, Ohio"
1902,1,0,0,1,0,0,0,0,0,39035141400,2487,1205,1282,561,1404,522,271,290,703,701,231,291,2168,325,56122,0.582638196,4268.515208,2.5839999999999996,2.5839999999999996,-1.3780000000000001,-1.3780000000000001,-1.6680000000000001,-1.6680000000000001,-1.004,-2.004,0.327,0.327,1.936,1.936,0.9179999999999999,0.9179999999999999,0.043,0.043,"Census Tract 1414, Cuyahoga County, Ohio"
1903,20,13,7,4,0,3,3,0,1,39035141500,1612,826,786,280,1086,246,170,110,561,525,95,151,1333,285,43882,0.372222558,4330.74236,11.06,-1.94,-0.78,-3.78,5.892,-1.1079999999999999,5.433,1.433,1.4680000000000002,1.4680000000000002,3.409,0.409,1.844,1.844,0.451,-0.5489999999999999,"Census Tract 1415, Cuyahoga County, Ohio"
1904,47,29,15,10,3,2,1,6,0,39035141602,1373,630,743,291,889,193,91,200,463,426,76,117,433,958,42000,0.20097544,6831.680529,19.802,-9.198,3.013,2.013,17.549,2.549,12.302,2.302,3.66,0.66,5.792999999999999,3.793,1.865,-4.135,0.67,0.67,"Census Tract 1416.02, Cuyahoga County, Ohio"
1905,5,2,2,1,1,1,2,0,0,39035141700,1337,587,750,256,845,236,79,177,399,446,109,127,1093,298,45917,0.309035782,4326.359857,3.991,1.9909999999999999,-0.615,-2.615,0.711,-1.2890000000000001,1.099,0.099,0.645,-0.355,1.73,0.73,2.571,2.571,0.542,0.542,"Census Tract 1417, Cuyahoga County, Ohio"
1906,3,3,0,0,0,0,0,0,0,39035151100,1287,667,620,269,763,255,230,39,393,370,44,211,36,1253,19595,0.245340895,5245.762237,3.325,0.325,1.551,1.551,0.318,0.318,0.7809999999999999,0.7809999999999999,-0.3,-0.3,-0.405,-0.405,-0.991,-0.991,-0.032,-0.032,"Census Tract 1511, Cuyahoga County, Ohio"
1907,2,2,0,0,0,0,1,0,0,39035151200,1714,688,1026,385,1100,229,173,212,404,696,111,118,51,1698,16579,0.31976864899999996,5360.125213,3.177,1.177,1.379,0.379,-0.47200000000000003,-0.47200000000000003,0.452,0.452,-0.40299999999999997,-0.40299999999999997,-0.391,-0.391,0.17600000000000002,0.17600000000000002,-0.589,-0.589,"Census Tract 1512, Cuyahoga County, Ohio"
1908,1,1,0,0,0,0,0,0,0,39035151300,1970,736,1234,140,912,918,71,69,337,575,328,590,428,1593,14729,0.547117183,3600.691149,3.64,2.64,1.534,1.534,-1.8719999999999999,-1.8719999999999999,0.593,0.593,-0.35600000000000004,-0.35600000000000004,-0.774,-0.774,-1.048,-1.048,0.726,0.726,"Census Tract 1513, Cuyahoga County, Ohio"
1909,3,0,0,1,0,1,0,2,0,39035151400,1242,608,634,179,735,328,82,97,378,357,148,180,87,1155,16293,0.249647478,4975.015208,3.3510000000000004,3.3510000000000004,2.546,2.546,-1.067,-1.067,-0.496,-1.496,-0.025,-0.025,-0.8320000000000001,-1.8319999999999999,-0.5760000000000001,-2.576,0.002,0.002,"Census Tract 1514, Cuyahoga County, Ohio"
1910,9,7,1,2,0,0,0,1,1,39035151500,1215,594,621,268,687,260,96,172,371,316,127,133,95,1182,16284,0.25573129,4751.080718,2.977,-4.023,1.874,1.874,3.576,2.576,1.49,-0.51,0.46399999999999997,0.46399999999999997,-0.063,-0.063,-0.395,-1.395,-0.35100000000000003,-1.351,"Census Tract 1515, Cuyahoga County, Ohio"
1911,1,0,0,0,0,0,0,1,0,39035151600,1629,745,884,457,1040,132,208,249,475,565,62,70,93,1536,17402,0.319492972,5098.703697,2.978,2.978,1.8219999999999998,1.8219999999999998,-1.153,-1.153,-1.083,-1.083,-0.244,-0.244,-0.782,-0.782,-0.46399999999999997,-1.464,-0.698,-0.698,"Census Tract 1516, Cuyahoga County, Ohio"
1912,1,1,0,0,0,0,0,0,0,39035151700,997,479,518,168,616,213,119,49,250,366,110,103,90,996,16573,0.188703183,5283.429696,2.4090000000000003,1.409,1.4669999999999999,1.4669999999999999,-0.10099999999999999,-0.10099999999999999,-0.366,-0.366,-0.45899999999999996,-0.45899999999999996,-0.636,-0.636,-0.499,-0.499,-0.457,-0.457,"Census Tract 1517, Cuyahoga County, Ohio"
1913,3,2,1,0,0,0,0,0,1,39035152101,2457,1267,1190,459,1514,484,254,205,750,764,263,221,1906,562,44802,0.41144049899999996,5971.701879,4.523,2.523,-0.943,-0.943,-0.778,-1.778,-1.382,-1.382,0.121,0.121,1.744,1.744,0.7070000000000001,0.7070000000000001,-0.698,-1.6980000000000002,"Census Tract 1521.01, Cuyahoga County, Ohio"
1914,6,5,1,0,0,1,0,0,0,39035152102,4038,1670,2368,1080,2454,504,583,497,971,1483,116,388,1680,2495,27647,0.550793648,7331.239228,6.474,1.474,0.56,0.56,-0.995,-1.995,2.292,2.292,-0.32899999999999996,-0.32899999999999996,0.8640000000000001,-0.136,-0.7709999999999999,-0.7709999999999999,1.359,1.359,"Census Tract 1521.02, Cuyahoga County, Ohio"
1915,6,2,2,0,2,0,0,1,0,39035152201,3107,1315,1792,552,2089,466,319,233,868,1221,128,338,725,2447,21810,0.294552317,10548.21102,8.991,6.9910000000000005,1.819,1.819,-1.8130000000000002,-3.813,1.1840000000000002,1.1840000000000002,-0.349,-2.349,1.183,1.183,0.9209999999999999,-0.079,1.1059999999999999,1.1059999999999999,"Census Tract 1522.01, Cuyahoga County, Ohio"
1916,23,16,2,2,1,3,0,1,1,39035152202,4407,2160,2247,929,2961,517,502,427,1423,1538,235,282,1655,2870,26186,0.852690015,5168.3494869999995,8.856,-7.144,1.278,1.278,6.4239999999999995,4.4239999999999995,5.083,3.083,0.738,-0.262,0.7829999999999999,-2.217,0.682,-0.318,3.292,2.292,"Census Tract 1522.02, Cuyahoga County, Ohio"
1917,1,0,0,0,0,0,0,1,0,39035152301,2488,1275,1213,318,1722,448,234,84,837,885,204,244,1089,1514,26306,0.241840492,10287.77263,5.4510000000000005,5.4510000000000005,0.8759999999999999,0.8759999999999999,-2.7680000000000002,-2.7680000000000002,-1.5390000000000001,-1.5390000000000001,-0.73,-0.73,0.474,0.474,0.639,-0.361,0.294,0.294,"Census Tract 1523.01, Cuyahoga County, Ohio"
1918,3,1,0,1,0,0,0,0,2,39035152302,4422,2079,2343,1016,2780,626,480,536,1383,1397,216,410,2014,2629,31311,0.6565369910000001,6735.34022,6.226,5.226,0.20600000000000002,0.20600000000000002,-3.157,-3.157,-1.0290000000000001,-2.029,0.018000000000000002,0.018000000000000002,1.021,1.021,0.601,0.601,0.835,-1.165,"Census Tract 1523.02, Cuyahoga County, Ohio"
1919,10,1,1,5,0,0,1,3,0,39035152303,3601,1833,1768,669,2178,754,412,257,1155,1023,266,488,1808,1834,25344,1.305739585,2757.824027,7.973,6.973,3.0989999999999998,2.099,-3.113,-4.113,0.39299999999999996,-4.607,0.831,0.831,0.035,0.035,0.221,-2.779,-0.59,-0.59,"Census Tract 1523.03, Cuyahoga County, Ohio"
1920,9,8,1,2,0,0,1,0,0,39035152400,1855,729,1126,405,1222,228,147,258,536,686,46,182,763,1134,20409,0.23703969800000002,7825.6933930000005,5.367999999999999,-2.6319999999999997,1.034,0.034,2.681,1.681,1.8980000000000001,-0.102,-0.27899999999999997,-0.27899999999999997,0.511,0.511,0.313,0.313,0.052000000000000005,0.052000000000000005,"Census Tract 1524, Cuyahoga County, Ohio"
1921,14,8,2,0,0,0,2,1,0,39035152501,3620,1630,1990,869,2096,655,339,530,986,1110,305,350,1867,1814,24207,0.5391557570000001,6714.2007730000005,5.829,-2.171,0.741,-1.2590000000000001,1.844,-0.156,2.17,2.17,0.745,0.745,0.738,0.738,1.145,0.145,-0.45,-0.45,"Census Tract 1525.01, Cuyahoga County, Ohio"
1922,19,4,2,1,3,2,5,3,1,39035152502,2072,1091,981,518,1358,196,371,147,649,709,71,125,817,1271,25354,1.381895533,1499.389752,6.398,2.398,3.873,-1.127,1.12,-0.88,4.525,3.525,1.975,-1.025,1.337,-0.6629999999999999,4.544,1.544,1.49,0.49,"Census Tract 1525.02, Cuyahoga County, Ohio"
1923,8,7,0,1,0,0,2,0,0,39035152603,1082,523,559,244,721,117,116,128,355,366,52,65,119,1016,22663,0.7096692809999999,1524.6538480000002,2.056,-4.944,1.284,-0.716,3.279,3.279,1.5959999999999999,0.596,0.431,0.431,-0.002,-0.002,1.05,1.05,-0.084,-0.084,"Census Tract 1526.03, Cuyahoga County, Ohio"
1924,4,4,0,0,0,0,0,0,0,39035152604,3837,1437,2400,556,2146,1135,138,418,895,1251,404,731,1295,2564,23717,0.8524884690000001,4500.940643,6.185,2.185,0.308,0.308,-1.9480000000000002,-1.9480000000000002,1.206,1.206,-0.11900000000000001,-0.11900000000000001,0.205,0.205,-0.475,-0.475,1.175,1.175,"Census Tract 1526.04, Cuyahoga County, Ohio"
1925,3,2,0,1,0,0,0,1,0,39035152701,2315,930,1385,127,1252,936,98,29,556,696,276,660,133,2226,13796,0.333714273,6937.072177,6.319,4.319,2.209,2.209,-2.407,-2.407,1.228,0.228,-0.529,-0.529,-0.601,-0.601,-1.117,-2.117,1.382,1.382,"Census Tract 1527.01, Cuyahoga County, Ohio"
1926,1,0,0,0,0,0,0,0,0,39035152702,2139,986,1153,318,1513,308,213,105,635,878,138,170,409,1811,27828,0.777722875,2750.3370010000003,4.486000000000001,4.486000000000001,0.528,0.528,-2.416,-2.416,-1.492,-1.492,0.201,0.201,-0.031,-0.031,0.021,0.021,-0.235,-0.235,"Census Tract 1527.02, Cuyahoga County, Ohio"
1927,2,0,0,0,0,0,0,0,0,39035153103,2311,1193,1118,372,1301,638,214,158,676,625,303,335,2248,80,34038,1.010244406,2287.565253,3.145,3.145,0.33799999999999997,0.33799999999999997,-1.69,-1.69,-1.077,-1.077,0.41,0.41,0.08199999999999999,0.08199999999999999,-0.21899999999999997,-0.21899999999999997,-0.45399999999999996,-0.45399999999999996,"Census Tract 1531.03, Cuyahoga County, Ohio"
1928,35,16,5,7,1,5,5,5,0,39035153104,3067,1499,1568,606,2018,443,250,356,1058,960,191,252,2871,222,30524,0.611536784,5015.233882,11.757,-4.243,3.542,-1.4580000000000002,7.246,2.246,7.672000000000001,0.672,2.741,1.7409999999999999,2.8510000000000004,-2.149,4.074,-0.9259999999999999,2.528,2.528,"Census Tract 1531.04, Cuyahoga County, Ohio"
1929,70,29,10,23,7,12,9,4,5,39035153105,3716,1801,1915,587,2356,773,294,293,1149,1207,358,415,3525,256,30141,0.630648841,5892.344136,24.105999999999998,-4.894,7.207000000000001,-1.7930000000000001,18.214000000000002,8.214,16.373,-6.627000000000001,4.877,-2.123,9.014,-2.986,11.347000000000001,7.347,8.686,3.6860000000000004,"Census Tract 1531.05, Cuyahoga County, Ohio"
1930,43,14,5,9,6,7,2,4,1,39035153106,3770,1834,1936,831,2340,599,416,415,1153,1187,265,334,3553,266,37154,0.769773418,4897.54506,14.745,0.745,5.045,3.045,9.478,4.478,7.183,-1.817,3.783,-2.217,4.635,-2.365,5.526,1.526,6.245,5.245,"Census Tract 1531.06, Cuyahoga County, Ohio"
1931,15,4,2,1,3,4,1,3,2,39035153107,3536,1684,1852,753,2067,716,354,399,1044,1023,286,430,3248,347,45488,1.662571339,2126.82603,7.982,3.9819999999999998,2.162,1.162,0.953,-1.047,2.745,1.745,1.796,-1.204,2.825,-1.175,2.637,-0.363,3.7710000000000004,1.771,"Census Tract 1531.07, Cuyahoga County, Ohio"
1932,1,0,0,1,0,0,0,0,0,39035154100,2091,885,1206,577,1289,225,273,304,514,775,98,127,868,1247,29464,0.22645046,9233.807678,3.5389999999999997,3.5389999999999997,0.252,0.252,-1.6280000000000001,-1.6280000000000001,-0.6709999999999999,-1.671,-0.484,-0.484,0.583,0.583,0.129,0.129,-0.264,-0.264,"Census Tract 1541, Cuyahoga County, Ohio"
1933,6,5,0,1,1,0,0,0,0,39035154200,1301,622,679,321,841,139,203,118,363,478,56,83,701,621,20125,0.491750134,2645.652559,3.444,-1.556,1.8159999999999998,1.8159999999999998,2.441,2.441,0.6629999999999999,-0.337,0.264,-0.736,0.10400000000000001,0.10400000000000001,-0.1,-0.1,-0.20600000000000002,-0.20600000000000002,"Census Tract 1542, Cuyahoga County, Ohio"
1934,1,0,0,1,0,0,0,1,0,39035154300,1021,441,580,271,478,272,125,146,230,248,86,186,19,1010,18117,0.684628239,1491.3203130000002,1.689,1.689,2.186,2.186,-0.563,-0.563,0.055,-0.945,-0.001,-0.001,-0.9309999999999999,-0.9309999999999999,-1.005,-2.005,-0.565,-0.565,"Census Tract 1543, Cuyahoga County, Ohio"
1935,5,2,1,0,0,0,1,1,0,39035154400,2607,1163,1444,628,1601,378,271,357,721,880,171,207,1262,1418,23709,0.867337186,3005.751444,4.296,2.296,1.5590000000000002,0.5589999999999999,-0.484,-1.484,0.39399999999999996,0.39399999999999996,0.32799999999999996,0.32799999999999996,-0.006999999999999999,-0.006999999999999999,-0.022000000000000002,-1.022,-1.0759999999999998,-1.0759999999999998,"Census Tract 1544, Cuyahoga County, Ohio"
1936,18,10,2,1,0,0,1,2,2,39035154501,3386,1414,1972,737,1829,820,440,297,754,1075,220,600,2050,1406,23254,0.8553027679999999,3958.8320380000005,7.399,-2.6010000000000004,2.105,1.105,0.941,-1.0590000000000002,3.3310000000000004,2.331,1.168,1.168,1.631,1.631,-1.212,-3.2119999999999997,0.6509999999999999,-1.349,"Census Tract 1545.01, Cuyahoga County, Ohio"
1937,27,13,2,5,3,2,3,3,5,39035154502,2818,1142,1676,376,1864,578,121,255,815,1049,206,372,1430,1388,26445,1.315484803,2142.17602,10.021,-2.9789999999999996,3.3819999999999997,0.382,4.058,2.0580000000000003,6.545,1.545,1.751,-1.249,3.062,1.062,3.918,0.9179999999999999,3.054,-1.946,"Census Tract 1545.02, Cuyahoga County, Ohio"
1938,11,4,0,1,0,0,1,1,2,39035154601,4826,2316,2510,1177,2848,801,572,605,1459,1389,285,516,2910,2100,26947,0.958033742,5037.400866,5.4879999999999995,1.4880000000000002,1.401,0.401,-1.4880000000000002,-1.4880000000000002,-0.39899999999999997,-1.399,0.745,0.745,1.307,1.307,0.386,-0.614,0.076,-1.9240000000000002,"Census Tract 1546.01, Cuyahoga County, Ohio"
1939,2,1,0,0,0,0,0,1,0,39035154603,3335,1657,1678,834,2072,429,376,458,1074,998,207,222,1698,1708,26040,0.48784934399999996,6836.1268549999995,4.156000000000001,3.156,1.16,1.16,-1.308,-1.308,-1.26,-1.26,-0.312,-0.312,0.135,0.135,0.155,-0.845,-0.662,-0.662,"Census Tract 1546.03, Cuyahoga County, Ohio"
1940,4,2,0,0,0,2,0,1,0,39035154604,4086,1915,2171,880,2600,606,526,354,1169,1431,220,386,2477,1621,28650,0.553443467,7382.867884,7.281000000000001,5.281000000000001,1.139,1.139,-3.423,-3.423,0.261,0.261,-0.062,-0.062,0.506,-1.494,-0.436,-1.436,1.5119999999999998,1.5119999999999998,"Census Tract 1546.04, Cuyahoga County, Ohio"
1941,4,0,0,0,1,0,1,2,0,39035154700,2530,992,1538,601,1452,477,201,400,612,840,179,298,61,2473,20998,0.790412509,3200.860275,3.7910000000000004,3.7910000000000004,2.506,1.506,-1.859,-1.859,0.622,0.622,0.337,-0.6629999999999999,-0.428,-0.428,0.782,-1.218,0.324,0.324,"Census Tract 1547, Cuyahoga County, Ohio"
1942,43,17,8,12,9,5,1,7,2,39035155101,5429,2688,2741,1154,2964,1311,639,515,1493,1471,556,755,4364,1211,45577,3.946867153,1375.5213410000001,19.149,2.149,7.314,6.314,11.334000000000001,3.3339999999999996,10.276,-1.724,3.77,-5.23,6.41,1.41,6.129,-0.871,6.486000000000001,4.486000000000001,"Census Tract 1551.01, Cuyahoga County, Ohio"
1943,12,5,4,0,1,1,0,1,3,39035155102,2967,1535,1432,598,1724,645,374,224,860,864,301,344,2901,66,41324,1.20263332,2467.0861440000003,8.461,3.4610000000000003,0.342,0.342,0.136,-3.864,1.276,1.276,1.375,0.375,2.5269999999999997,1.527,-0.113,-1.113,-0.07,-3.07,"Census Tract 1551.02, Cuyahoga County, Ohio"
1944,132,62,24,18,9,13,5,15,12,39035156101,1297,616,681,233,801,263,91,142,382,419,143,120,1230,95,44028,3.447716213,376.1910551,33.639,-28.361,9.773,4.773,36.954,12.954,28.000999999999998,10.001,10.565,1.565,14.999,1.999,8.427,-6.5729999999999995,9.425,-2.575,"Census Tract 1561.01, Cuyahoga County, Ohio"
